,instrument_token,last_price,last_traded_quantity,average_traded_price,volume_traded,total_buy_quantity,total_sell_quantity,ohlc,change,last_trade_time,oi,exchange_timestamp
13,283684101,2340.4,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2340.4}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:15
14,22244610,0.0,0,0.0,0,0,0,"{'open': 0.05, 'high': 0.05, 'low': 0.05, 'close': 877.0}",-100.0,2024-05-30 12:21:19,0,2024-08-16 17:24:53
15,16500738,0.0,0,0.0,0,0,0,"{'open': 0.1, 'high': 0.15, 'low': 0.05, 'close': 206.25}",-100.0,2024-04-25 15:29:55,0,2024-08-16 17:24:51
16,17328130,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 77.1}",-100.0,2024-04-24 15:29:53,0,2024-08-16 17:25:05
17,12041986,0.0,0,0.0,0,0,0,"{'open': 348.7, 'high': 367.0, 'low': 299.0, 'close': 169.15}",-100.0,2024-06-24 15:18:39,0,2024-08-16 17:24:39
18,283116293,5599.3,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5599.3}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:11
19,226895877,5085.8,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5085.8}",0.0,2024-02-01 00:00:00,0,2024-08-16 18:58:06
20,220640517,3709.8,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3709.8}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:10
21,14972930,6.45,0,0.0,0,0,0,"{'open': 10.0, 'high': 11.4, 'low': 5.1, 'close': 8.0}",-19.374999999999996,2024-08-16 15:29:58,489360,2024-08-16 17:24:12
22,10094850,0.0,0,0.0,0,0,0,"{'open': 0.05, 'high': 0.15, 'low': 0.05, 'close': 89.75}",-100.0,2024-07-29 15:25:01,0,2024-08-16 17:24:40
23,283974917,783.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 783.65}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
24,9396994,413.2,0,0.0,0,0,0,"{'open': 240.0, 'high': 421.65, 'low': 167.25, 'close': 160.5}",157.44548286604362,2024-08-16 15:29:58,904475,2024-08-16 17:24:58
25,10412802,0.0,0,0.0,0,0,0,"{'open': 465.35, 'high': 468.55, 'low': 340.8, 'close': 308.0}",-100.0,2024-01-11 15:29:07,0,2024-08-16 17:24:55
26,9430274,823.9,0,0.0,0,0,0,"{'open': 980.95, 'high': 985.0, 'low': 817.75, 'close': 1234.25}",-33.246911079602995,2024-08-16 15:26:46,1575,2024-08-16 17:24:58
27,18191874,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2444.55}",-100.0,2023-06-28 15:21:44,0,2024-08-16 17:24:43
28,283035397,3985.95,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3985.95}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:12
29,14953218,25.0,0,0.0,0,0,0,"{'open': 107.35, 'high': 122.0, 'low': 22.95, 'close': 156.8}",-84.0561224489796,2024-08-16 15:29:59,390975,2024-08-16 17:24:12
30,13956866,279.6,0,0.0,0,0,0,"{'open': 375.05, 'high': 422.0, 'low': 273.05, 'close': 480.95}",-41.86505873791454,2024-08-16 15:29:54,14250,2024-08-16 17:25:08
31,216595461,13.25,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 13.25}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:15
32,216386821,19.25,0,0.0,0,0,0,"{'open': 0.0, 'high': 790.8, 'low': 342.55, 'close': 19.25}",0.0,2024-02-20 00:00:00,2440,2024-08-16 18:58:16
33,11896834,116.35,0,0.0,0,0,0,"{'open': 207.45, 'high': 281.3, 'low': 116.35, 'close': 327.4}",-64.46243127672572,2024-08-16 15:29:56,48780,2024-08-16 17:24:14
34,11286786,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2539.2}",-100.0,2024-06-18 09:45:55,0,2024-08-16 17:24:35
35,14240258,10.7,0,0.0,0,0,0,"{'open': 15.0, 'high': 15.0, 'low': 7.0, 'close': 90.6}",-88.18984547461368,2024-08-16 15:28:07,200,2024-08-16 17:24:31
36,14332674,0.0,0,0.0,0,0,0,"{'open': 0.2, 'high': 1.0, 'low': 0.05, 'close': 140.7}",-100.0,2023-08-31 15:12:59,0,2024-08-16 17:24:48
37,12190210,244.75,0,0.0,0,0,0,"{'open': 460.0, 'high': 537.3, 'low': 243.8, 'close': 578.1}",-57.66303407714928,2024-08-16 15:29:45,60000,2024-08-16 17:24:14
38,19130114,1660.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1660.0}",0.0,2024-08-06 14:48:15,1325,2024-08-16 17:25:00
39,9370882,6.25,0,0.0,0,0,0,"{'open': 15.4, 'high': 15.6, 'low': 5.65, 'close': 27.15}",-76.97974217311234,2024-08-16 15:29:59,5133675,2024-08-16 17:24:57
40,215813125,3855.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3855.2}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:06
41,222133509,268.15,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 268.15}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:13
42,284076805,1074.15,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1074.15}",0.0,2023-10-26 00:00:00,0,2024-08-16 18:58:16
43,16097282,915.05,0,0.0,0,0,0,"{'open': 1109.0, 'high': 1144.0, 'low': 913.45, 'close': 1224.55}",-25.274590665958925,2024-08-16 15:29:53,31000,2024-08-16 17:25:10
44,9434882,921.35,0,0.0,0,0,0,"{'open': 1129.95, 'high': 1262.75, 'low': 913.95, 'close': 1322.25}",-30.319531102287765,2024-08-16 15:29:53,20200,2024-08-16 17:24:58
45,14375170,0.0,0,0.0,0,0,0,"{'open': 0.25, 'high': 0.25, 'low': 0.05, 'close': 778.1}",-100.0,2024-07-25 14:24:31,0,2024-08-16 17:24:49
46,216274181,2332.95,0,0.0,0,0,0,"{'open': 0.0, 'high': 2.0, 'low': 0.05, 'close': 2332.95}",0.0,2024-02-20 00:00:00,68780,2024-08-16 18:58:12
47,18416898,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 349.5}",-100.0,2021-02-25 11:00:25,0,2024-08-16 17:24:44
48,13591042,0.0,0,0.0,0,0,0,"{'open': 0.15, 'high': 0.15, 'low': 0.05, 'close': 359.85}",-100.0,2024-08-12 15:17:33,0,2024-08-16 17:24:37
49,11241730,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1238.2}",-100.0,2024-08-01 11:12:29,0,2024-08-16 17:24:35
50,222110213,2701.55,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2701.55}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:06
51,11431426,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1420.45}",-100.0,2024-08-13 15:28:02,2950,2024-08-16 17:24:21
52,15587074,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 182.9}",-100.0,2024-04-19 13:59:59,0,2024-08-16 17:24:46
53,18201090,0.0,0,0.0,0,0,0,"{'open': 0.05, 'high': 0.05, 'low': 0.05, 'close': 26.45}",-100.0,2024-04-25 10:15:00,0,2024-08-16 17:24:43
54,11280642,0.0,0,0.0,0,0,0,"{'open': 10.0, 'high': 23.95, 'low': 0.05, 'close': 164.3}",-100.0,2024-07-22 15:29:53,0,2024-08-16 17:24:33
55,12401666,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1679.35}",-100.0,2024-08-06 12:58:11,0,2024-08-16 17:24:19
56,14782722,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 937.9}",-100.0,2023-03-29 15:27:39,0,2024-08-16 17:24:42
57,216229893,2434.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2434.5}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:10
58,16561154,380.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 380.0}",0.0,2024-08-13 11:02:18,50,2024-08-16 17:24:51
59,13173506,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 299.9}",-100.0,2024-06-24 15:29:28,0,2024-08-16 17:24:39
60,14509314,5.75,0,0.0,0,0,0,"{'open': 3.1, 'high': 5.75, 'low': 2.6, 'close': 4.0}",43.75,2024-08-16 15:29:34,52375,2024-08-16 17:24:59
61,12858882,0.0,0,0.0,0,0,0,"{'open': 2067.3, 'high': 2500.0, 'low': 2039.1, 'close': 1288.05}",-100.0,2024-08-07 15:29:03,0,2024-08-16 17:25:04
62,14364418,0.0,0,0.0,0,0,0,"{'open': 0.1, 'high': 0.1, 'low': 0.05, 'close': 463.2}",-100.0,2024-07-09 15:23:48,0,2024-08-16 17:24:49
63,19095810,1090.2,0,0.0,0,0,0,"{'open': 960.0, 'high': 1090.2, 'low': 960.0, 'close': 790.0}",38.00000000000001,2024-08-16 13:50:18,8475,2024-08-16 17:25:00
64,10003970,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 103.95}",-100.0,2023-12-13 15:29:46,0,2024-08-16 17:24:55
65,19110914,370.0,0,0.0,0,0,0,"{'open': 225.0, 'high': 373.8, 'low': 182.85, 'close': 171.45}",115.80635753864101,2024-08-16 15:29:53,120750,2024-08-16 17:25:00
66,14961666,337.95,0,0.0,0,0,0,"{'open': 209.95, 'high': 436.55, 'low': 130.2, 'close': 162.0}",108.61111111111111,2024-08-16 15:29:59,1715475,2024-08-16 17:24:12
67,285253381,4412.05,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 4412.05}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:13
68,283452933,6463.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6463.0}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:16
69,11289346,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2633.95}",-100.0,2024-01-24 12:12:38,0,2024-08-16 17:24:35
70,216538373,2592.95,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2592.95}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:06
71,11117314,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1819.2}",-100.0,2024-05-30 15:23:02,0,2024-08-16 17:24:45
72,216489733,3538.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.2, 'low': 0.05, 'close': 3538.2}",0.0,2024-02-15 00:00:00,400,2024-08-16 18:58:13
73,13722626,169.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 169.0}",0.0,2024-08-07 14:58:21,10100,2024-08-16 17:25:14
74,14776322,0.25,0,0.0,0,0,0,"{'open': 0.85, 'high': 1.5, 'low': 0.2, 'close': 0.95}",-73.6842105263158,2024-08-16 15:29:55,1031300,2024-08-16 17:24:42
75,216683269,8.15,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 8.15}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:10
76,15234050,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2391.55}",-100.0,2022-03-31 15:18:31,0,2024-08-16 17:25:08
77,283936517,3235.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3235.2}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
78,15125250,3.1,0,0.0,0,0,0,"{'open': 9.5, 'high': 9.5, 'low': 2.3, 'close': 15.85}",-80.4416403785489,2024-08-16 15:29:56,155375,2024-08-16 17:24:29
79,296615173,799.95,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 799.95}",0.0,2023-12-14 00:00:00,0,2024-08-16 18:58:13
80,282974213,2172.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2172.2}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:13
81,15134466,6.7,0,0.0,0,0,0,"{'open': 25.0, 'high': 43.9, 'low': 6.35, 'close': 62.2}",-89.22829581993568,2024-08-16 15:29:59,199450,2024-08-16 17:24:29
82,15611394,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 419.9}",-100.0,2024-05-14 12:43:33,0,2024-08-16 17:24:46
83,14746370,1.2,0,0.0,0,0,0,"{'open': 13.4, 'high': 13.4, 'low': 1.1, 'close': 18.25}",-93.42465753424658,2024-08-16 15:29:57,1485800,2024-08-16 17:24:42
84,15149058,1.4,0,0.0,0,0,0,"{'open': 2.55, 'high': 3.2, 'low': 1.0, 'close': 2.1}",-33.333333333333336,2024-08-16 15:29:55,100675,2024-08-16 17:24:29
85,282037253,2719.65,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2719.65}",0.0,2024-01-25 00:00:00,0,2024-08-16 18:58:06
86,12378114,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 21.5}",-100.0,2024-02-23 15:29:33,0,2024-08-16 17:24:43
87,15160066,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1234.8}",-100.0,2024-01-25 15:28:27,0,2024-08-16 17:24:29
88,10113794,0.0,0,0.0,0,0,0,"{'open': 2.7, 'high': 2.7, 'low': 0.05, 'close': 751.95}",-100.0,2024-07-29 15:28:31,0,2024-08-16 17:24:40
89,10219010,0.0,0,0.0,0,0,0,"{'open': 0.7, 'high': 1.05, 'low': 0.05, 'close': 139.6}",-100.0,2023-11-22 15:28:00,0,2024-08-16 17:24:55
90,221683973,1.45,0,0.0,0,0,0,"{'open': 0.0, 'high': 1251.75, 'low': 601.15, 'close': 1.45}",0.0,2024-01-04 00:00:00,980,2024-08-16 18:58:10
91,18244354,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 920.85}",-100.0,2024-04-25 15:29:35,0,2024-08-16 17:24:44
92,12098306,0.0,0,0.0,0,0,0,"{'open': 0.5, 'high': 0.5, 'low': 0.05, 'close': 2005.0}",-100.0,2024-01-25 15:25:13,0,2024-08-16 17:24:33
93,14117634,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 188.4}",-100.0,2024-05-27 15:18:43,0,2024-08-16 17:24:30
94,10099202,0.0,0,0.0,0,0,0,"{'open': 0.2, 'high': 0.3, 'low': 0.05, 'close': 175.95}",-100.0,2024-07-29 15:26:48,0,2024-08-16 17:24:40
95,15037698,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 7228.1}",-100.0,2024-05-30 15:28:56,0,2024-08-16 17:24:13
96,216586245,6511.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6511.5}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:13
97,15546370,0.0,0,0.0,0,0,0,"{'open': 25.0, 'high': 31.75, 'low': 21.0, 'close': 21.7}",-100.0,2024-05-30 13:01:05,0,2024-08-16 17:24:46
98,14960898,393.85,0,0.0,0,0,0,"{'open': 249.95, 'high': 499.5, 'low': 156.25, 'close': 192.35}",104.75695347023657,2024-08-16 15:29:59,374175,2024-08-16 17:24:12
99,300948741,436.55,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 436.55}",0.0,2023-08-03 00:00:00,0,2024-08-16 18:58:15
100,12444162,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 740.45}",-100.0,2024-01-02 15:06:23,0,2024-08-16 17:25:04
101,9329154,2.65,0,0.0,0,0,0,"{'open': 2.8, 'high': 2.95, 'low': 0.85, 'close': 2.7}",-1.8518518518518616,2024-08-16 15:29:58,795550,2024-08-16 17:24:57
102,283120645,898.4,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 898.4}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
103,12853250,0.0,0,0.0,0,0,0,"{'open': 1600.0, 'high': 1951.2, 'low': 1437.15, 'close': 1053.65}",-100.0,2024-08-07 15:29:59,0,2024-08-16 17:25:04
104,12350978,0.0,0,0.0,0,0,0,"{'open': 0.1, 'high': 0.1, 'low': 0.05, 'close': 256.75}",-100.0,2024-06-24 15:25:02,0,2024-08-16 17:24:39
105,296612869,255.1,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 255.1}",0.0,2023-12-14 00:00:00,0,2024-08-16 18:58:12
106,17374978,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 113.85}",-100.0,2022-11-24 15:09:38,0,2024-08-16 17:25:06
107,222361093,48.55,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 48.55}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:06
108,13590530,0.0,0,0.0,0,0,0,"{'open': 0.2, 'high': 0.2, 'low': 0.05, 'close': 341.45}",-100.0,2024-08-12 15:17:18,0,2024-08-16 17:24:37
109,14725890,0.1,0,0.0,0,0,0,"{'open': 0.35, 'high': 0.4, 'low': 0.1, 'close': 0.45}",-77.77777777777777,2024-08-16 15:29:55,24950,2024-08-16 17:24:41
110,282665221,70.1,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 70.1}",0.0,2024-02-01 00:00:00,0,2024-08-16 18:58:11
111,18220290,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1365.45}",-100.0,2023-10-26 14:54:48,0,2024-08-16 17:24:43
112,288415749,334.3,0,0.0,0,0,0,"{'open': 0.0, 'high': 15.0, 'low': 0.1, 'close': 334.3}",0.0,2023-12-28 00:00:00,443380,2024-08-16 18:58:10
113,283898885,561.9,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 561.9}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:15
114,222104325,2016.3,0,0.0,0,0,0,"{'open': 0.0, 'high': 2500.0, 'low': 2500.0, 'close': 2016.3}",0.0,2024-03-05 15:06:51,0,2024-08-16 18:58:06
115,9387778,596.0,0,0.0,0,0,0,"{'open': 412.0, 'high': 605.85, 'low': 298.4, 'close': 282.05}",111.31005140932459,2024-08-16 15:29:58,610200,2024-08-16 17:24:58
116,15153922,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 828.85}",-100.0,2023-12-29 09:37:32,0,2024-08-16 17:24:29
117,301218053,52.7,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 52.7}",0.0,2023-10-19 00:00:00,0,2024-08-16 18:58:12
118,222027781,5034.95,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5034.95}",0.0,2023-11-23 00:00:00,0,2024-08-16 18:58:10
119,16650242,0.0,0,0.0,0,0,0,"{'open': 0.4, 'high': 0.4, 'low': 0.05, 'close': 1289.1}",-100.0,2024-07-25 15:29:40,0,2024-08-16 17:24:51
120,9877762,82.05,0,0.0,0,0,0,"{'open': 83.65, 'high': 83.65, 'low': 82.05, 'close': 134.05}",-38.79149571055577,2024-08-16 09:47:55,50,2024-08-16 17:25:01
121,221402885,2770.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2770.2}",0.0,2023-11-16 00:00:00,0,2024-08-16 18:58:11
122,9419010,340.0,0,0.0,0,0,0,"{'open': 593.15, 'high': 680.0, 'low': 333.0, 'close': 731.45}",-53.516986807027145,2024-08-16 15:29:56,76950,2024-08-16 17:24:58
123,10998530,50.25,0,0.0,0,0,0,"{'open': 110.0, 'high': 129.15, 'low': 50.25, 'close': 160.7}",-68.73055382700684,2024-08-16 15:29:45,13605,2024-08-16 17:24:14
124,10993666,2651.4,0,0.0,0,0,0,"{'open': 2344.0, 'high': 2750.0, 'low': 2050.0, 'close': 2061.3}",28.627565128802207,2024-08-16 15:29:30,52380,2024-08-16 17:24:14
125,13537794,12741.0,0,0.0,0,0,0,"{'open': 12627.6, 'high': 12750.4, 'low': 12558.45, 'close': 12543.95}",1.5708767971811053,2024-08-16 15:29:58,2277700,2024-08-16 16:50:29
126,222912261,3940.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3940.2}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:12
127,15023618,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 5800.85}",-100.0,2024-04-22 15:29:33,0,2024-08-16 17:24:12
128,12340994,6.15,0,0.0,0,0,0,"{'open': 8.0, 'high': 8.55, 'low': 5.45, 'close': 7.75}",-20.645161290322577,2024-08-16 15:29:46,302595,2024-08-16 17:24:14
129,227442693,6068.95,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 6068.95}",0.0,2024-02-01 00:00:00,0,2024-08-16 18:58:15
130,220434181,4049.5,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 4049.5}",0.0,2023-12-28 00:00:00,0,2024-08-16 18:58:10
131,13172482,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 3065.6}",-100.0,2021-06-17 15:29:57,0,2024-08-16 17:25:13
132,11449346,0.0,0,0.0,0,0,0,"{'open': 886.8, 'high': 1074.7, 'low': 886.8, 'close': 1043.45}",-100.0,2024-08-13 10:26:09,200,2024-08-16 17:24:21
133,16112642,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2070.0}",-100.0,2024-01-24 13:15:52,0,2024-08-16 17:25:11
134,11134466,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 303.35}",-100.0,2024-05-08 15:23:31,0,2024-08-16 17:24:18
135,282368261,701.8,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 701.8}",0.0,2024-02-01 00:00:00,0,2024-08-16 18:58:06
136,215790597,1754.6,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1754.6}",0.0,2024-02-20 00:00:00,0,2024-08-16 18:58:15
137,12366594,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1076.7}",-100.0,2024-02-26 09:28:07,0,2024-08-16 17:24:28
138,216246533,2283.2,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2283.2}",0.0,2024-02-15 00:00:00,0,2024-08-16 18:58:16
139,11170306,0.0,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 118.3}",-100.0,2024-08-05 15:29:54,0,2024-08-16 17:24:35
140,14755842,116.0,0,0.0,0,0,0,"{'open': 70.0, 'high': 145.0, 'low': 49.35, 'close': 53.35}",117.43205248359887,2024-08-16 15:29:59,156800,2024-08-16 17:24:42
141,10104066,0.0,0,0.0,0,0,0,"{'open': 0.25, 'high': 0.35, 'low': 0.05, 'close': 290.85}",-100.0,2024-07-29 15:28:55,0,2024-08-16 17:24:40
142,283728901,2785.4,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 2785.4}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:15
143,283880197,1925.05,0,0.0,0,0,0,"{'open': 0.0, 'high': 0.0, 'low': 0.0, 'close': 1925.05}",0.0,2024-02-08 00:00:00,0,2024-08-16 18:58:06
144,9336066,2.6,0,0.0,0,0,0,"{'open': 2.8, 'high': 2.8, 'low': 1.2, 'close': 2.95}",-11.864406779661019,2024-08-16 15:29:59,2519125,2024-08-16 17:24:57
145,221475333,10.1,0,0.0,0,0,0,"{'open': 69.6, 'high': 80.85, 'low': 7.05, 'close': 145.05}",-93.03688383316099,2024-08-16 15:29:59,33840,2024-08-16 18:58:06
